date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:30:36	22928/22928	---MCZ	200	added ('OK')	text/css	etag:W/%225d2f01cb-64e3%22	https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1563361695h&cssminify=yes	C:/My%20Web%20Sites/sajt/s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carouseleced.css	(from https://ementalhealthhelp.wordpress.com/)
22:30:36	7987/7987	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225dcad0b1-1f33%22	https://s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?m=1573572739h&ver=3.0.0	C:/My%20Web%20Sites/sajt/s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min9853.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:36	353/353	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0172a3-161%22	https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?m=1540208548h&ver=3.42.0	C:/My%20Web%20Sites/sajt/s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.minf99f.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:36	123793/123793	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eba8f5d-1e391%22	https://s2.wp.com/_static/??/wp-content/js/devicepx.js,/wp-includes/js/dist/vendor/wp-polyfill.min.js,/wp-content/plugins/full-site-editing-plugin/101873694/newspack-blocks/dist/blog-posts-block-view.js?m=1589284414j	C:/My%20Web%20Sites/sajt/s2.wp.com/_static/index6178.html	(from https://ementalhealthhelp.wordpress.com/)
22:30:37	888/888	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e834fbd-378%22	https://s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?m=1585663916h&ver=3.42.0	C:/My%20Web%20Sites/sajt/s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min9c36.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:37	47085/47085	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e834fbd-b7ed%22	https://s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?m=1585663916h&ver=3.6.4	C:/My%20Web%20Sites/sajt/s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-url.min67f7.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:37	7165/7165	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c6c4809-1bfd%22	https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?m=1550600082h&ver=3.0.12	C:/My%20Web%20Sites/sajt/s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min52a8.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:37	417/417	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c0172a3-1a1%22	https://s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?m=1540208548h&ver=2.0.2	C:/My%20Web%20Sites/sajt/s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min5eac.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:38	47085/47085	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ebd0903-b7ed%22	https://s2.wp.com/wp-content/plugins/gutenberg-core/8.1.0/vendor/wp-polyfill-url.min.7490158b.js?m=1589446759h&ver=3.6.4	C:/My%20Web%20Sites/sajt/s2.wp.com/wp-content/plugins/gutenberg-core/8.1.0/vendor/wp-polyfill-url.min.7490158baa64.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:38	1295/1295	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ebd0903-77f%22	https://s1.wp.com/wp-content/plugins/gutenberg-core/8.1.0/vendor/wp-polyfill-dom-rect.7e21c103.js?m=1589446759h&ver=3.42.0	C:/My%20Web%20Sites/sajt/s1.wp.com/wp-content/plugins/gutenberg-core/8.1.0/vendor/wp-polyfill-dom-rect.7e21c10395bc.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:38	73261/73261	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dcad0b0-11e2d%22	https://s2.wp.com/wp-includes/js/dist/vendor/lodash.min.js?m=1573572739h&ver=4.17.15	C:/My%20Web%20Sites/sajt/s2.wp.com/wp-includes/js/dist/vendor/lodash.min0e28.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:40	1796/1796	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2019%20May%202020%2020:30:39%20GMT	https://ementalhealthhelp.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://ementalhealthhelp.wordpress.com/)
22:30:40	13423/13423	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e6029bb-4e62%22	http://stats.wp.com/w.js?61	C:/My%20Web%20Sites/sajt/stats.wp.com/w7f39.js	(from https://ementalhealthhelp.wordpress.com/)
22:30:40	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20May%202020%2020:30:40%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/sajt/pixel.wp.com/b0b80.gif	(from https://ementalhealthhelp.wordpress.com/)
22:30:40	346/346	---MCZ	200	added ('OK')	text/plain	date:Tue,%2019%20May%202020%2020:30:40%20GMT	https://s1.wp.com/robots.txt		(from https://ementalhealthhelp.wordpress.com/)
22:30:41	196919/196919	---M--	200	added ('OK')	image/png	date:Fri,%2001%20May%202020%2009:48:43%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/0_bpj63ermmladv6cm.png	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/0_bpj63ermmladv6cm.png	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:41	45636/45636	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:41%20GMT	https://ementalhealthhelp.wordpress.com/author/saratalic/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/author/saratalic/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:41	19759/19759	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2019:55:32%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/jude-beck-vxxpnk8qisa-unsplash.jpg?w=750	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/jude-beck-vxxpnk8qisa-unsplash0353.jpg	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:41	59791/59791	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:41%20GMT	https://ementalhealthhelp.wordpress.com/2020/05/18/psiholosko-savjetovaliste-osam-besplatnih-radionica-za-studente/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/2020/05/18/psiholosko-savjetovaliste-osam-besplatnih-radionica-za-studente/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:41	64184/64184	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:41%20GMT	https://ementalhealthhelp.wordpress.com/2020/05/18/12-stvari-koje-skola-i-profesoru-mogu-uraditi-zarad-poboljsanja-mentalnog-zdravlja-ucenika/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/2020/05/18/12-stvari-koje-skola-i-profesoru-mogu-uraditi-zarad-poboljsanja-mentalnog-zdravlja-ucenika/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:43	111785/111785	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2019:55:26%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/nathan-dumlao-qdbnndf2jz4-unsplash.jpg?w=683	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/nathan-dumlao-qdbnndf2jz4-unsplashb3cd.jpg	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:43	80799/80799	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2019:22:34%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/jared-rice-ntybbu66_si-unsplash.jpg?w=750	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/jared-rice-ntybbu66_si-unsplash0353.jpg	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:44	46800/46800	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:44%20GMT	https://ementalhealthhelp.wordpress.com/category/covid-19/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/category/covid-19/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:44	33595/33595	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:44%20GMT	https://ementalhealthhelp.wordpress.com/category/e-health/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/category/e-health/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:44	25665/25665	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:44%20GMT	https://ementalhealthhelp.wordpress.com/category/dogadaji/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/category/dogadaji/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:44	28078/28078	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:44%20GMT	https://ementalhealthhelp.wordpress.com/category/licna-iskustva/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/category/licna-iskustva/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:44	33368/33368	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:44%20GMT	https://ementalhealthhelp.wordpress.com/category/motivacija/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/category/motivacija/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:44	32495/32495	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:44%20GMT	https://ementalhealthhelp.wordpress.com/category/uncategorized/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/category/uncategorized/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:45	59590/59590	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2021:38:49%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/thermometer-gun-screening-coronavirus-illustration_188398-69.jpg?w=626	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/thermometer-gun-screening-coronavirus-illustration_188398-697547.jpg	(from https://ementalhealthhelp.wordpress.com/covid-19/)
22:30:45	46763/46763	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:44%20GMT	https://ementalhealthhelp.wordpress.com/category/ucestali-problemi/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/category/ucestali-problemi/index.html	(from https://ementalhealthhelp.wordpress.com/blog-2/)
22:30:45	58641/58641	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:45%20GMT	https://ementalhealthhelp.wordpress.com/2020/04/27/example-post-2/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/2020/04/27/example-post-2/index.html	(from https://ementalhealthhelp.wordpress.com/covid-19/)
22:30:45	62226/62226	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:45%20GMT	https://ementalhealthhelp.wordpress.com/2020/04/27/example-post/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/2020/04/27/example-post/index.html	(from https://ementalhealthhelp.wordpress.com/covid-19/)
22:30:45	61694/61694	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:45%20GMT	https://ementalhealthhelp.wordpress.com/2020/04/30/covid-19-i-mentalno-zdravlje/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/2020/04/30/covid-19-i-mentalno-zdravlje/index.html	(from https://ementalhealthhelp.wordpress.com/covid-19/)
22:30:45	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2019%20May%202020%2020:30:45%20GMT	https://ementalhealthhelp.wordpress.com/covid-19/?share=twitter	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/covid-19/index9a7b.html	(from https://ementalhealthhelp.wordpress.com/covid-19/)
22:30:46	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2019%20May%202020%2020:30:45%20GMT	https://ementalhealthhelp.wordpress.com/covid-19/?share=facebook	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/covid-19/index5a58.html	(from https://ementalhealthhelp.wordpress.com/covid-19/)
22:30:46	844057/844057	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20May%202020%2018:28:57%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/shutterstock_662613667_2000px.jpg	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/shutterstock_662613667_2000px.jpg	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
22:30:46	236645/236645	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20May%202020%2018:28:59%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/ippocrate-e-health-m-health-eng_sito-1400x760-1.jpg	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/ippocrate-e-health-m-health-eng_sito-1400x760-1.jpg	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
22:30:46	60716/60716	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20May%202020%2018:29:40%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/maxresdefault.jpg	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/maxresdefault.jpg	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
22:30:47	63933/63933	---M--	200	added ('OK')	image/png	date:Tue,%2005%20May%202020%2017:49:34%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/hni_ehealth.png	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/hni_ehealth.png	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
22:30:47	1083056/1083056	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2020:03:13%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/daniel-frank-wkbwamlhgno-unsplash.jpg	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/daniel-frank-wkbwamlhgno-unsplash.jpg	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
22:30:47	54322/54322	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:47%20GMT	https://ementalhealthhelp.wordpress.com/2020/04/30/intervju-na-temu-e-zdravstva/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/2020/04/30/intervju-na-temu-e-zdravstva/index.html	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
22:30:48	39780/39780	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20May%202020%2011:21:02%20GMT	https://ementalhealthhelp.files.wordpress.com/2020/05/mental-health-concept-vector-illustration_39663-267.jpg?w=626	C:/My%20Web%20Sites/sajt/ementalhealthhelp.files.wordpress.com/2020/05/mental-health-concept-vector-illustration_39663-2677547.jpg	(from https://ementalhealthhelp.wordpress.com/o-e-mentalnom-zdravlju/)
22:30:48	61694/61694	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202020%2020:30:48%20GMT	https://ementalhealthhelp.wordpress.com/2020/04/30/sta-treba-da-znam-o-ehealth-u/	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/2020/04/30/sta-treba-da-znam-o-ehealth-u/index.html	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
22:30:48	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2019%20May%202020%2020:30:48%20GMT	https://ementalhealthhelp.wordpress.com/e-health-2/?share=twitter	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/e-health-2/index9a7b.html	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
22:30:48	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2019%20May%202020%2020:30:48%20GMT	https://ementalhealthhelp.wordpress.com/e-health-2/?share=facebook	C:/My%20Web%20Sites/sajt/ementalhealthhelp.wordpress.com/e-health-2/index5a58.html	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
22:30:48	30559/30559	---MCZ	200	added ('OK')	text/css	etag:W/%225ea6c5df-775f%22	https://s0.wp.com/_static/??/wp-content/mu-plugins/jetpack/_inc/blocks/slideshow/view.css,/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1587987922j&cssminify=yes	C:/My%20Web%20Sites/sajt/s0.wp.com/_static/index370c.html	(from https://ementalhealthhelp.wordpress.com/e-health-2/)
